ID,Language_ID,Headword,Part_Of_Speech,Source,CHD_Candidate_ID,CHD_Source_Witness_ID,CHD_Source_PDF_Page,CHD_Source_Printed_Page,CHD_Source_OCR_Line_Start,CHD_Source_OCR_Line_End,CHD_Raw_Span_OCR,CHD_Separator_Type,CHD_Page_Alignment_Status,CHD_Extraction_Confidence,CHD_Machine_Status,CHD_Machine_Rationale,CHD_Authority_Status,CHD_Release_Eligible,CHD_Human_Verified
ORT1888-art-001093,spa,Galardón,,Ortega1888[52],ORT1888-cand-001093,ORTEGA1888-TEPIC-IA,56,52,2864,2865,Galardón. — Nahehiterit.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001094,spa,Gallina,,Ortega1888[52],ORT1888-cand-001094,ORTEGA1888-TEPIC-IA,56,52,2866,2867,Gallina. -Tecuárae. pl. tzi.,hyphen_variant,matched_headword,medium,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001095,spa,Gallina de la tierra,,Ortega1888[52],ORT1888-cand-001095,ORTEGA1888-TEPIC-IA,56,52,2868,2870,Gallina de la tierra.-^XeupíIiti pl. Xeupihtzi. Carucati. | pl. Carucatzi,hyphen_variant,matched_headword,medium,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001096,spa,Gamitadera,,Ortega1888[52],ORT1888-cand-001096,ORTEGA1888-TEPIC-IA,56,52,2871,2872,Gamitadera. — Pik^¿xa.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001097,spa,Ganar en el juego ó trabajando,,Ortega1888[52],ORT1888-cand-001097,ORTEGA1888-TEPIC-IA,56,52,2873,2873,Ganar en el juego ó trabajando. — Muaitek. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001098,spa,Ganancia tal,,Ortega1888[52],ORT1888-cand-001098,ORTEGA1888-TEPIC-IA,56,52,2874,2874,Ganancia tal. — Muáitechiat.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001099,spa,Garza parda,,Ortega1888[52],ORT1888-cand-001099,ORTEGA1888-TEPIC-IA,56,52,2875,2875,Garza parda. — Quaxíi. pl. ti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001100,spa,Garza blanca,,Ortega1888[52],ORT1888-cand-001100,ORTEGA1888-TEPIC-IA,56,52,2876,2876,Garza blanca. — Huatuxat pl. tzi.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001101,spa,Gargajeur,,Ortega1888[52],ORT1888-cand-001101,ORTEGA1888-TEPIC-IA,56,52,2877,2877,Gargajeur. — Ucarépe Neucucarépe,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001102,spa,Garganta,,Ortega1888[52],ORT1888-cand-001102,ORTEGA1888-TEPIC-IA,56,52,2878,2878,"Garganta,— ^Quaikí?^^xáti.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001103,spa,Garrapata,,Ortega1888[52],ORT1888-cand-001103,ORTEGA1888-TEPIC-IA,56,52,2879,2879,Garrapata.— ^Muatet. pl. tzi.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001104,spa,Gastar,,Ortega1888[52],ORT1888-cand-001104,ORTEGA1888-TEPIC-IA,56,52,2880,2880,"Gastar.— NAhaohepoa. Nete. Ahahué. Nete,",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001105,spa,Gato,,Ortega1888[52],ORT1888-cand-001105,ORTEGA1888-TEPIC-IA,56,52,2881,2883,Gato. — Miston. pl. tzi.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001107,spa,Gavilán por su especie grande,,Ortega1888[53],ORT1888-cand-001107,ORTEGA1888-TEPIC-IA,57,53,2890,2892,Gavilán por su especie grande.; — Hucuritze. pl. Hucuri- | ze.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001108,spa,Gavilán por su especie pequeño,,Ortega1888[53],ORT1888-cand-001108,ORTEGA1888-TEPIC-IA,57,53,2893,2893,Gavilán por su especie pequeño. — Tzicai. pl. tzi.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001109,spa,Gavilán otro,,Ortega1888[53],ORT1888-cand-001109,ORTEGA1888-TEPIC-IA,57,53,2894,2894,Gavilán otro. — Chuix. pl. Chixcwri.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001110,spa,Gavilán otro,,Ortega1888[53],ORT1888-cand-001110,ORTEGA1888-TEPIC-IA,57,53,2895,2895,Gavilán otro. — Zizchu. pl. tzi.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001111,spa,Gemir,,Ortega1888[53],ORT1888-cand-001111,ORTEGA1888-TEPIC-IA,57,53,2896,2896,Gemir. — Uiteuyeimeyéca. Ne.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001112,spa,Gozarse,,Ortega1888[53],ORT1888-cand-001112,ORTEGA1888-TEPIC-IA,57,53,2897,2897,Gozarse. — Vteamuavé\ Nenteamuavé.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001113,spa,Gozo,,Ortega1888[53],ORT1888-cand-001113,ORTEGA1888-TEPIC-IA,57,53,2898,2898,Gozo.— vTeaiuuáveat.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001114,spa,Golondrina,,Ortega1888[53],ORT1888-cand-001114,ORTEGA1888-TEPIC-IA,57,53,2899,2899,Golondrina. — Huavixcai. pl. tzi.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001115,spa,"Golpear, dar golpes",,Ortega1888[53],ORT1888-cand-001115,ORTEGA1888-TEPIC-IA,57,53,2900,2900,"Golpear, dar golpes. — Tébeche. Neti.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001116,spa,Golpe,,Ortega1888[53],ORT1888-cand-001116,ORTEGA1888-TEPIC-IA,57,53,2901,2901,Golpe. — Behcheat.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001117,spa,Goma,,Ortega1888[53],ORT1888-cand-001117,ORTEGA1888-TEPIC-IA,57,53,2902,2902,Goma. — Yz u met.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001118,spa,Gorda cosa,,Ortega1888[53],ORT1888-cand-001118,ORTEGA1888-TEPIC-IA,57,53,2903,2903,Gorda cosa. — Vec.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001119,spa,Gorjear las aves,,Ortega1888[53],ORT1888-cand-001119,ORTEGA1888-TEPIC-IA,57,53,2904,2904,Gorjear las aves. — Máke?¿se.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001120,spa,Gota de agua,,Ortega1888[53],ORT1888-cand-001120,ORTEGA1888-TEPIC-IA,57,53,2905,2905,Gota de agua. — Vbátzone.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001121,spa,Gotearse la casa,,Ortega1888[53],ORT1888-cand-001121,ORTEGA1888-TEPIC-IA,57,53,2906,2906,Gotearse la casa. — Caville.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001122,spa,Gobernador,,Ortega1888[53],ORT1888-cand-001122,ORTEGA1888-TEPIC-IA,57,53,2907,2907,Gobernador. — Tatoáni.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001123,spa,Grajá ó Cuervo,,Ortega1888[53],ORT1888-cand-001123,ORTEGA1888-TEPIC-IA,57,53,2908,2908,Grajá ó Cuervo. — Busca Cuervo.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001124,spa,Grana,,Ortega1888[53],ORT1888-cand-001124,ORTEGA1888-TEPIC-IA,57,53,2909,2909,Grana. — Chúitziti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001125,spa,Grande cosa,,Ortega1888[53],ORT1888-cand-001125,ORTEGA1888-TEPIC-IA,57,53,2910,2910,Grande cosa. — Tébi.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001126,spa,"Grande hombre, etc",,Ortega1888[53],ORT1888-cand-001126,ORTEGA1888-TEPIC-IA,57,53,2911,2911,"Grande hombre, etc. — Vhuátébi.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001127,spa,Grande como árbol parado,,Ortega1888[53],ORT1888-cand-001127,ORTEGA1888-TEPIC-IA,57,53,2912,2912,Grande como árbol parado. — Uhua/<?«te.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001128,spa,Grande como árbol tendido,,Ortega1888[53],ORT1888-cand-001128,ORTEGA1888-TEPIC-IA,57,53,2913,2913,Grande como árbol tendido. --Tébi.,hyphen_variant,matched_headword,medium,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001129,spa,Granizo,,Ortega1888[53],ORT1888-cand-001129,ORTEGA1888-TEPIC-IA,57,53,2914,2914,Granizo.— NTéfceri.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001130,spa,Granizar,,Ortega1888[53],ORT1888-cand-001130,ORTEGA1888-TEPIC-IA,57,53,2915,2915,Granizar. — Mevatzé.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001131,spa,"Grano, r",,Ortega1888[53],ORT1888-cand-001131,ORTEGA1888-TEPIC-IA,57,53,2916,2916,"Grano, r— Atzat.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001132,spa,Granos tener,,Ortega1888[53],ORT1888-cand-001132,ORTEGA1888-TEPIC-IA,57,53,2917,2917,Granos tener. — Atza. Ne.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001133,spa,"Grillo, animal",,Ortega1888[53],ORT1888-cand-001133,ORTEGA1888-TEPIC-IA,57,53,2918,2918,"Grillo, animal. — Huscui. pl. rzi.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001134,spa,Gritar,,Ortega1888[53],ORT1888-cand-001134,ORTEGA1888-TEPIC-IA,57,53,2919,2919,Gritar. — Xihliua. Ne.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001135,spa,Grito,,Ortega1888[53],ORT1888-cand-001135,ORTEGA1888-TEPIC-IA,57,53,2920,2920,Grito. — Hihhuariti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001136,spa,Grueso ser,,Ortega1888[53],ORT1888-cand-001136,ORTEGA1888-TEPIC-IA,57,53,2921,2921,Grueso ser. — Teahuere. Ne.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001137,spa,Grulla,,Ortega1888[53],ORT1888-cand-001137,ORTEGA1888-TEPIC-IA,57,53,2922,2927,Grulla. — Curúti. pl. Curutzi. | 54,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001138,spa,Guardar,,Ortega1888[54],ORT1888-cand-001138,ORTEGA1888-TEPIC-IA,58,54,2928,2928,Guardar.- — Oliách Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001139,spa,Guarecerse,,Ortega1888[54],ORT1888-cand-001139,ORTEGA1888-TEPIC-IA,58,54,2929,2929,Guarecerse. — Uhabiti. Menenabite.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001140,spa,Guerra hacer,,Ortega1888[54],ORT1888-cand-001140,ORTEGA1888-TEPIC-IA,58,54,2930,2930,Guerra hacer. — Cuhuahta. Ne.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001141,spa,Guia ó guiador,,Ortega1888[54],ORT1888-cand-001141,ORTEGA1888-TEPIC-IA,58,54,2931,2931,Guia ó guiador. — Amuáhcáte.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001142,spa,Guiar,,Ortega1888[54],ORT1888-cand-001142,ORTEGA1888-TEPIC-IA,58,54,2932,2932,Guiar. — Amuáhcate. N.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001143,spa,"Guitarra, r",,Ortega1888[54],ORT1888-cand-001143,ORTEGA1888-TEPIC-IA,58,54,2933,2933,"Guitarra, r— Canarit.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001144,spa,Gusano,,Ortega1888[54],ORT1888-cand-001144,ORTEGA1888-TEPIC-IA,58,54,2934,2934,"Gusano. — Chuno, pl. ri.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001145,spa,Gusanos tener,,Ortega1888[54],ORT1888-cand-001145,ORTEGA1888-TEPIC-IA,58,54,2935,2939,Gusanos tener. — Chúinori. Ne. | %,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001146,spa,Hablar,,Ortega1888[54],ORT1888-cand-001146,ORTEGA1888-TEPIC-IA,58,54,2940,2941,Hablar.-^Neuca. Neti.,hyphen_variant,matched_headword,medium,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001147,spa,Habla,,Ortega1888[54],ORT1888-cand-001147,ORTEGA1888-TEPIC-IA,58,54,2942,2943,"Habla, ,— Neúcaréti.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001148,spa,"Hacha, para cortar leña",,Ortega1888[54],ORT1888-cand-001148,ORTEGA1888-TEPIC-IA,58,54,2944,2945,"Hacha, para cortar leña. — Teapueihte.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001149,spa,"Hacha, tea para alumbrar",,Ortega1888[54],ORT1888-cand-001149,ORTEGA1888-TEPIC-IA,58,54,2946,2947,"Hacha, tea para alumbrar. — Utzite.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001150,spa,Hallar algo,,Ortega1888[54],ORT1888-cand-001150,ORTEGA1888-TEPIC-IA,58,54,2948,2949,Hallar algo. — Teaccahca. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001151,spa,Hallarse bien en un lugar,,Ortega1888[54],ORT1888-cand-001151,ORTEGA1888-TEPIC-IA,58,54,2950,2951,Hallarse bien en un lugar. — Uchriha. Nencuriha,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001152,spa,Hallar lo que se busca,,Ortega1888[54],ORT1888-cand-001152,ORTEGA1888-TEPIC-IA,58,54,2952,2953,Hallar lo que se busca. — Teuh. Neteu.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001153,spa,Hambre,,Ortega1888[54],ORT1888-cand-001153,ORTEGA1888-TEPIC-IA,58,54,2954,2955,Hambre. — Túhriti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001154,spa,Hambre tener,,Ortega1888[54],ORT1888-cand-001154,ORTEGA1888-TEPIC-IA,58,54,2956,2957,Hambre tener.— .Ti vat. Ne.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001155,spa,Hambre aver,,Ortega1888[54],ORT1888-cand-001155,ORTEGA1888-TEPIC-IA,58,54,2958,2959,Hambre aver. — Huatúhrihua.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001156,spa,Hacer,,Ortega1888[54],ORT1888-cand-001156,ORTEGA1888-TEPIC-IA,58,54,2960,2961,Hacer.— Tahua. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001157,spa,Hacedor,,Ortega1888[54],ORT1888-cand-001157,ORTEGA1888-TEPIC-IA,58,54,2962,2963,Hacedor. — Titahuáme. pl. tzi.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001158,spa,Hechizar,,Ortega1888[54],ORT1888-cand-001158,ORTEGA1888-TEPIC-IA,58,54,2964,2965,Hechizar. — Tzute. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001159,spa,Hechizero,,Ortega1888[54],ORT1888-cand-001159,ORTEGA1888-TEPIC-IA,58,54,2966,2967,Hechizero. — Atzuteahcame. pl. tzi.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001160,spa,Heder,,Ortega1888[54],ORT1888-cand-001160,ORTEGA1888-TEPIC-IA,58,54,2968,2971,Heder.— Secure. Ne. | Hedor. = Curcat.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001161,spa,Hediondo,,Ortega1888[54],ORT1888-cand-001161,ORTEGA1888-TEPIC-IA,58,54,2972,2973,Hediondo. — Tecüre.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001162,spa,Hembra,,Ortega1888[54],ORT1888-cand-001162,ORTEGA1888-TEPIC-IA,58,54,2974,2975,Hembra. — Uita. pl. ucarí.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001163,spa,Henchir,,Ortega1888[54],ORT1888-cand-001163,ORTEGA1888-TEPIC-IA,58,54,2976,2977,Henchir. — Bahetzete. Nete.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001164,spa,Henchimiento,,Ortega1888[54],ORT1888-cand-001164,ORTEGA1888-TEPIC-IA,58,54,2978,2979,Henchimiento. — Hezttat.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001165,spa,Heno,,Ortega1888[54],ORT1888-cand-001165,ORTEGA1888-TEPIC-IA,58,54,2980,2985,Heno. — sCacamul. | 0 0,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001166,spa,Herir,,Ortega1888[55],ORT1888-cand-001166,ORTEGA1888-TEPIC-IA,59,55,2986,2987,Herir— Tzite. Net-u.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001167,spa,Hermano mayor,,Ortega1888[55],ORT1888-cand-001167,ORTEGA1888-TEPIC-IA,59,55,2988,2989,Hermano mayor. — Ticutzi. pl. moa.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001168,spa,Hermanos ser,,Ortega1888[55],ORT1888-cand-001168,ORTEGA1888-TEPIC-IA,59,55,2990,2991,Hermanos ser. — Moaihuamoa.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001169,spa,Herrar poner el hierro,,Ortega1888[55],ORT1888-cand-001169,ORTEGA1888-TEPIC-IA,59,55,2992,2993,Herrar poner el hierro. — Tetaixe. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001170,spa,Hervir,,Ortega1888[55],ORT1888-cand-001170,ORTEGA1888-TEPIC-IA,59,55,2994,2995,Hervir. — Quáne.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001171,spa,Hezes,,Ortega1888[55],ORT1888-cand-001171,ORTEGA1888-TEPIC-IA,59,55,2996,2997,Hezes.- — Anteyex.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001172,spa,Hiél,,Ortega1888[55],ORT1888-cand-001172,ORTEGA1888-TEPIC-IA,59,55,2998,2999,Hiél.— Tzitúxca.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001173,spa,Hielo,,Ortega1888[55],ORT1888-cand-001173,ORTEGA1888-TEPIC-IA,59,55,3000,3001,Hielo. — Cérit.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001174,spa,"Hierro, metal",,Ortega1888[55],ORT1888-cand-001174,ORTEGA1888-TEPIC-IA,59,55,3002,3003,"Hierro, metal. — Tepuzti.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001175,spa,Higado,,Ortega1888[55],ORT1888-cand-001175,ORTEGA1888-TEPIC-IA,59,55,3004,3005,Higado. — Neamuát.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001176,spa,Higo ele la tierra,,Ortega1888[55],ORT1888-cand-001176,ORTEGA1888-TEPIC-IA,59,55,3006,3007,Higo ele la tierra. — Xáhpoa.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001177,spa,Hijo 6 hija del varón,,Ortega1888[55],ORT1888-cand-001177,ORTEGA1888-TEPIC-IA,59,55,3008,3009,Hijo 6 hija del varón. — Tipérie. pl. Titeuriyamoa.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001178,spa,Hijo ó hija de la hembra,,Ortega1888[55],ORT1888-cand-001178,ORTEGA1888-TEPIC-IA,59,55,3010,3011,Hijo ó hija de la hembra.— Tiyaóh. pl. Tiyaóh moa.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001179,spa,Hilar,,Ortega1888[55],ORT1888-cand-001179,ORTEGA1888-TEPIC-IA,59,55,3012,3013,Hilar. — Hinua. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001180,spa,Hincarse de rodillas,,Ortega1888[55],ORT1888-cand-001180,ORTEGA1888-TEPIC-IA,59,55,3014,3015,Hincarse de rodillas. — Titonó. Neatonó.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001181,spa,Hincharse,,Ortega1888[55],ORT1888-cand-001181,ORTEGA1888-TEPIC-IA,59,55,3016,3017,"Hincharse. — Haa. Ne,",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001182,spa,Hinchazón,,Ortega1888[55],ORT1888-cand-001182,ORTEGA1888-TEPIC-IA,59,55,3018,3019,Hinchazón. — Hayiáhti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001183,spa,Hipar el estómago,,Ortega1888[55],ORT1888-cand-001183,ORTEGA1888-TEPIC-IA,59,55,3020,3021,Hipar el estómago.— Ytatze. Ne,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001184,spa,Hipo asi,,Ortega1888[55],ORT1888-cand-001184,ORTEGA1888-TEPIC-IA,59,55,3022,3023,Hipo asi. — Yteutzéat.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001185,spa,Higuerilla,,Ortega1888[55],ORT1888-cand-001185,ORTEGA1888-TEPIC-IA,59,55,3024,3025,Higuerilla.— Azixa. Curízixa.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001186,spa,"Hoguera, llamas de fuego",,Ortega1888[55],ORT1888-cand-001186,ORTEGA1888-TEPIC-IA,59,55,3026,3027,"Hoguera, llamas de fuego.— Ahméme.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001187,spa,Hoyito de la cabeza,,Ortega1888[55],ORT1888-cand-001187,ORTEGA1888-TEPIC-IA,59,55,3028,3029,Hoyito de la cabeza.— Caturiti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001188,spa,Hoyo,,Ortega1888[55],ORT1888-cand-001188,ORTEGA1888-TEPIC-IA,59,55,3030,3031,Hoyo. — Veacuni.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001189,spa,Hoyo hacer,,Ortega1888[55],ORT1888-cand-001189,ORTEGA1888-TEPIC-IA,59,55,3032,3033,Hoyo hacer.— Veacunazt. Ne.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001190,spa,Hojas hechar el árbol,,Ortega1888[55],ORT1888-cand-001190,ORTEGA1888-TEPIC-IA,59,55,3034,3037,Hojas hechar el árbol.— Vxaiíiripé. | Hoja.Haéhrit.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001191,spa,Hoja de maiz seca,,Ortega1888[55],ORT1888-cand-001191,ORTEGA1888-TEPIC-IA,59,55,3038,3039,Hoja de maiz seca — Xamuátn.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001192,spa,Holgarse,,Ortega1888[55],ORT1888-cand-001192,ORTEGA1888-TEPIC-IA,59,55,3040,3041,"Holgarse.-, Busca gozarse.",hyphen_variant,matched_headword,medium,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001193,spa,"Hombre, varón ó hembra",,Ortega1888[55],ORT1888-cand-001193,ORTEGA1888-TEPIC-IA,59,55,3042,3043,"Hombre, varón ó hembra.— Tevit. pl. Teaiteri.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001194,spa,Honda para tirar,,Ortega1888[55],ORT1888-cand-001194,ORTEGA1888-TEPIC-IA,59,55,3044,3045,Honda para tirar.— Vitzapuati.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001195,spa,Hondo estar,,Ortega1888[55],ORT1888-cand-001195,ORTEGA1888-TEPIC-IA,59,55,3046,3047,Hondo estar.— Yeatéái.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001196,spa,Hongo,,Ortega1888[55],ORT1888-cand-001196,ORTEGA1888-TEPIC-IA,59,55,3048,3053,Hongo.— Yacuati. | ■,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-001197,spa,Hongo de árbol,,Ortega1888[56],ORT1888-cand-001197,ORTEGA1888-TEPIC-IA,60,56,3054,3055,Hongo de árbol. — Vtuxa.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
